INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Towson University,Towson,21252-0001,,0.674067496,0.571542766
Maryland University of Integrative Health,Laurel,20723,,PrivacySuppressed,PrivacySuppressed
International Beauty School,Cumberland,21502,,0.476190476,0.306666667
Stevenson University,Stevenson,21153-0641,,0.565714286,0.456896552
Washington College,Chestertown,21620-1438,,0.74251497,0.686440678
McDaniel College,Westminster,21157,,0.747126437,0.65
Wor-Wic Community College,Salisbury,21804-7131,,0.148,0.143867925
Hult International Business School,Cambridge,02141-1805,,,
New England College of Business and Finance,Boston,02110,,0.336448598,0.346153846
American International College,Springfield,01109,,0.521035599,0.406844107
Amherst College,Amherst,01002-5000,,0.860869565,0.795698925
Andover Newton Theological School,Newton Centre,02459-2243,,PrivacySuppressed,PrivacySuppressed
Anna Maria College,Paxton,01612-1198,,0.368181818,0.286324786
Assabet Valley Regional Technical School,Marlborough,01752,,PrivacySuppressed,PrivacySuppressed
Assumption College,Worcester,01609-1296,,0.735714286,0.621890547
Babson College,Wellesley,02457-0310,,0.806722689,0.789855073
Bancroft School of Massage Therapy,Worcester,01604,,PrivacySuppressed,PrivacySuppressed
Boston Baptist College,Boston,02136-4030,,PrivacySuppressed,PrivacySuppressed
Bay Path University,Longmeadow,01106,,PrivacySuppressed,PrivacySuppressed
Bay State College,Boston,02116,,0.303643725,0.235294118
Bay State School of Technology,Canton,02021-2358,,PrivacySuppressed,PrivacySuppressed
Becker College,Worcester,01609-2165,,0.16112532,0.089201878
Bentley University,Waltham,02452-4705,,0.905084746,0.813602015
Berklee College of Music,Boston,02215,,0.405405405,0.389162562
Berkshire Community College,Pittsfield,01201-5786,,0.236406619,0.127340824
Empire Beauty School-Boston,Boston,02111,,0.488888889,0.314285714
Boston Architectural College,Boston,02115-2703,,PrivacySuppressed,PrivacySuppressed
Boston Graduate School of Psychoanalysis Inc,Brookline,02446,,,
Boston College,Chestnut Hill,02467,,0.906110283,0.8816
The Boston Conservatory,Boston,02215,,0.714285714,0.688888889
Boston University,Boston,02215,,0.803203661,0.76751269
Brandeis University,Waltham,02454-9110,,0.866261398,0.759183674
Bridgewater State University,Bridgewater,02325,,0.536189069,0.477678571
Bristol Community College,Fall River,02720-7395,,0.233757535,0.192660551
Signature Healthcare Brockton Hospital School of Nursing,Brockton,02302-1905,,PrivacySuppressed,PrivacySuppressed
Bunker Hill Community College,Boston,02129-2925,,0.152616279,0.105362776
Cambridge College,Cambridge,02138,,0.450920245,0.292134832
Cape Cod Community College,West Barnstable,02668-1599,,0.242559524,0.183879093
Catherine Hinds Institute of Esthetics,Woburn,01801-6819,,PrivacySuppressed,PrivacySuppressed
Laboure College,Milton,02186,,PrivacySuppressed,PrivacySuppressed
Clark University,Worcester,01610-1477,,0.72962963,0.755395684
Conway School of Landscape Design,Conway,01341-0179,,,
Curry College,Milton,02186-2395,,0.618705036,0.393617021
Lincoln Technical Institute-Somerville,Somerville,02145,,0.558508159,0.535309503
Dean College,Franklin,02038-1941,,0.485875706,0.279835391
Diman Regional Technical Institute,Fall River,02723,,PrivacySuppressed,PrivacySuppressed
National Aviation Academy of New England,Concord,01742,,PrivacySuppressed,PrivacySuppressed
Eastern Nazarene College,Quincy,02170-2999,,0.392473118,0.339130435
Emerson College,Boston,02116-4624,,0.817307692,0.818897638
Emmanuel College,Boston,02115,,0.567073171,0.551181102
Endicott College,Beverly,01915,,0.733118971,0.649038462
Episcopal Divinity School,Cambridge,02138-3494,,,
Rob Roy Academy-Fall River,Fall River,02720-3445,,0.6,0.379310345
Fisher College,Boston,02116,,0.250639386,0.204379562
Fitchburg State University,Fitchburg,01420-2697,,0.520689655,0.408421053
Framingham State University,Framingham,01701-9101,,0.5625,0.421428571
Benjamin Franklin Institute of Technology,Boston,02116,,0.549019608,0.383606557
Gordon College,Wenham,01984,,0.613953488,0.507462687
Gordon-Conwell Theological Seminary,South Hamilton,01982,,PrivacySuppressed,PrivacySuppressed
Greenfield Community College,Greenfield,01301-9739,,0.300947867,0.235474006
Hallmark Institute of Photography,Turners Falls,01376-0308,,PrivacySuppressed,PrivacySuppressed
Hampshire College,Amherst,01002-5001,,0.722826087,0.630630631
Harvard University,Cambridge,02138,,0.801932367,0.784061697
Hebrew College,Newton Centre,02459-2237,,PrivacySuppressed,PrivacySuppressed
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,02445-7496,,PrivacySuppressed,PrivacySuppressed
Henris School of Hair Design,Fitchburg,01420-5675,,PrivacySuppressed,PrivacySuppressed
College of the Holy Cross,Worcester,01610-2395,,0.909836066,0.888888889
Holyoke Community College,Holyoke,01040,,0.236215112,0.185458377
Sanford-Brown College-Boston,Boston,02116,,0.393034826,0.23943662
Kay Harvey Academy of Hair Design,West Springfield,01089,,PrivacySuppressed,PrivacySuppressed
La Baron Hairdressing Academy-Brockton,Brockton,02301,,PrivacySuppressed,PrivacySuppressed
La Baron Hairdressing Academy-New Bedford,New Bedford,02740,,PrivacySuppressed,PrivacySuppressed
Lasell College,Newton,02466,,0.526162791,0.442528736
Lawrence Memorial Hospital School of Nursing,Medford,02155,,PrivacySuppressed,PrivacySuppressed
Lesley University,Cambridge,02138-2790,,0.464547677,0.335877863
Lowell Academy Hairstyling Institute,Lowell,01852-1909,,PrivacySuppressed,PrivacySuppressed
University of Massachusetts-Lowell,Lowell,01854-5104,,0.501730104,0.420243434
Mansfield Beauty Schools-Springfield,Springfield,01103,,PrivacySuppressed,PrivacySuppressed
Mansfield Beauty Schools-Quincy,Quincy,02169,,PrivacySuppressed,PrivacySuppressed
Marian Court College,Swampscott,01907,,PrivacySuppressed,PrivacySuppressed
University of Massachusetts-Amherst,Amherst,01003,,0.69490818,0.675858951
University of Massachusetts-Boston,Boston,02125-3393,,0.078820698,0.051372896
Massachusetts Bay Community College,Wellesley Hills,02481-5399,,0.210306407,0.155206287
MCPHS University,Boston,02115-5896,,0.731942215,0.614503817
Massachusetts College of Art and Design,Boston,02115-5882,,0.647321429,0.602739726
Massachusetts Institute of Technology,Cambridge,02139-4307,,0.796363636,0.757309942
Massachusetts Maritime Academy,Buzzards Bay,02532-1803,,0.702702703,0.650655022
University of Massachusetts Medical School Worcester,Worcester,01655,,PrivacySuppressed,PrivacySuppressed
William James College,Newton,02459,,,
Massachusetts School of Barbering,Quincy,02169,,PrivacySuppressed,PrivacySuppressed
Massasoit Community College,Brockton,02302-3996,,0.258855586,0.180645161
Merrimack College,North Andover,01845,,0.761538462,0.602316602
MGH Institute of Health Professions,Boston,02129-4557,,PrivacySuppressed,PrivacySuppressed
Middlesex Community College,Bedford,01730-9124,,0.206214689,0.159113797
Montserrat College of Art,Beverly,01915-4508,,0.504950495,0.454545455
Mount Holyoke College,South Hadley,01075-1489,,PrivacySuppressed,PrivacySuppressed
Mount Ida College,Newton,02459,,0.404388715,0.254901961
Mount Wachusett Community College,Gardner,01440-1000,,0.218162839,0.215970962
Cortiva Institute-Boston,Watertown,02472,,0.789473684,0.755555556
School of the Museum of Fine Arts at Tufts University,Boston,02115-5596,,0.451219512,0.510638298
Everest Institute-Brighton,Brighton,02135-3605,,0.623735051,0.568720379
Rob Roy Academy-New Bedford,New Bedford,02720-3445,,PrivacySuppressed,PrivacySuppressed
The New England Conservatory of Music,Boston,02115-5018,,PrivacySuppressed,PrivacySuppressed
New England College of Optometry,Boston,02115,,,
New England School of Acupuncture,Newton,02458,,,
New England Law-Boston,Boston,02116,,PrivacySuppressed,PrivacySuppressed
New England School of Photography,Boston,02215,,PrivacySuppressed,PrivacySuppressed
Newbury College,Brookline,02445,,0.376884422,0.269736842
Nichols College,Dudley,01571-5000,,0.514084507,0.358267717
Massachusetts College of Liberal Arts,North Adams,01247-4100,,0.462962963,0.47311828
North Bennet Street School,Boston,02109,,PrivacySuppressed,PrivacySuppressed
North Shore Community College,Danvers,01923-0840,,0.214338507,0.161979753
The New England Institute of Art,Brookline,02445-7295,,0.325490196,0.352657005
Northeastern University,Boston,02115-5005,,0.463350785,0.47925608
Northern Essex Community College,Haverhill,01830-2399,,0.222745098,0.147859922
College of Our Lady of the Elms,Chicopee,01013,,0.591111111,0.528301887
Pine Manor College,Chestnut Hill,02467,,PrivacySuppressed,PrivacySuppressed
Pope St John XXIII National Seminary,Weston,02493-2699,,,
Quincy College,Quincy,02169,,0.23364486,0.162079511
Quinsigamond Community College,Worcester,01606-2092,,0.234607907,0.223918575
Regis College,Weston,02493-1571,,0.46728972,0.265625
Roxbury Community College,Roxbury Crossing,02120-3400,,0.106796117,0.095394737
Saint John's Seminary,Brighton,02135-3846,,,
Salem State University,Salem,01970,,0.498015873,0.423137876
Salter College-West Boylston,West Boylston,01583,,0.645420008,0.535014006
Simmons College,Boston,02115-5898,,PrivacySuppressed,PrivacySuppressed
Bard College at Simon's Rock,Great Barrington,01230-9702,,0.563380282,0.29787234
Smith College,Northampton,01063,,PrivacySuppressed,PrivacySuppressed
Southeastern Technical Institute,South Easton,02375,,PrivacySuppressed,PrivacySuppressed
Springfield College,Springfield,01109-3797,,0.574443142,0.531827515
Springfield Technical Community College,Springfield,01105-1296,,0.233466136,0.217054264
University of Massachusetts-Dartmouth,North Dartmouth,02747-2300,,0.404494382,0.323308271
Stonehill College,Easton,02357-6110,,0.881619938,0.797520661
Suffolk University,Boston,02108-2770,,0.603888214,0.531598513
Rob Roy Academy-Taunton,Taunton,02780-5339,,PrivacySuppressed,PrivacySuppressed
Tufts University,Medford,02155-5555,,0.881967213,0.879746835
Wellesley College,Wellesley,02481-8203,,PrivacySuppressed,PrivacySuppressed
Wentworth Institute of Technology,Boston,02115,,0.539772727,0.522788204
Western New England University,Springfield,01119-2684,,0.62633452,0.534117647
Westfield State University,Westfield,01086-1630,,0.628808864,0.563271605
Wheaton College,Norton,02766-2322,,0.789772727,0.675925926
Wheelock College,Boston,02215-4104,,0.626262626,0.551724138
Williams College,Williamstown,01267,,PrivacySuppressed,PrivacySuppressed
Worcester Polytechnic Institute,Worcester,01609-2280,,0.799065421,0.706
Worcester State University,Worcester,01602-2597,,0.461538462,0.348557692
Adrian College,Adrian,49221-2575,,0.450236967,0.407258065
Albion College,Albion,49224,,0.672955975,0.497326203
Hillsdale Beauty College,Hillsdale,49242,,PrivacySuppressed,PrivacySuppressed
Northwestern Technological Institute,Southfield,48075,,PrivacySuppressed,PrivacySuppressed
Alma College,Alma,48801-1599,,0.5,0.470930233
Alpena Community College,Alpena,49707,,0.277472528,0.3
Andrews University,Berrien Springs,49104,,0.45021645,0.383084577
Aquinas College,Grand Rapids,49506-1799,,0.296407186,0.286486487
Baker College of Owosso,Owosso,48867,,0.213715748,0.153110692
Baker College,Flint,48507-5508,,0.213715748,0.153110692
Bay de Noc Community College,Escanaba,49829-2511,,0.25945946,0.215277778
Bayshire Academy of Beauty Craft Inc,Bay City,48708-5614,,PrivacySuppressed,PrivacySuppressed
Cadillac Institute of Cosmetology,Cadillac,49601,,PrivacySuppressed,PrivacySuppressed
Calvin College,Grand Rapids,49546,,0.665835412,0.57840617
Calvin Theological Seminary,Grand Rapids,49546-4387,,PrivacySuppressed,PrivacySuppressed
Carnegie Institute,Troy,48083,,0.6875,0.655172414
Michigan School of Professional Psychology,Farmington Hills,48334-4512,,,
Central Michigan University,Mount Pleasant,48859,,0.485207101,0.413518887
Mott Community College,Flint,48503-2089,,0.098025388,0.079372624
Empire Beauty School-Michigan,Grand Rapids,49525-2440,,0.488888889,0.314285714
Cleary University,Howell,48843,,0.414414414,0.323943662
Concordia University-Ann Arbor,Ann Arbor,48105,,0.280701754,0.2
Cranbrook Academy of Art,Bloomfield Hills,48304,,,
College for Creative Studies,Detroit,48202,,0.476470588,0.409722222
Davenport University,Grand Rapids,49512-9396,,0.190102121,0.210042433
David Pressley School of Cosmetology,Royal Oak,48067-3219,,PrivacySuppressed,PrivacySuppressed
Delta College,University Center,48710,,0.163788592,0.153210426
Detroit Business Institute-Downriver,Riverview,48193,,PrivacySuppressed,PrivacySuppressed
Michigan State University-College of Law,East Lansing,48824-1300,,PrivacySuppressed,PrivacySuppressed
MIAT College of Technology,Canton,48188,,0.710526316,0.710810811
University of Detroit Mercy,Detroit,48221-3038,,0.580037665,0.465909091
Dorsey Business Schools-Madison Heights,Madison Heights,48071,,0.618014107,0.5703125
Dorsey Business Schools-Southgate,Southgate,48195,,0.618014107,0.5703125
Eastern Michigan University,Ypsilanti,48197,,0.358756016,0.313156578
Ferris State University,Big Rapids,49307-2251,,0.434917355,0.432322054
Flint Institute of Barbering Inc,Flint,48504-4395,,PrivacySuppressed,PrivacySuppressed
Glen Oaks Community College,Centreville,49032-9719,,0.23255814,0.125628141
Kettering University,Flint,48504-6214,,0.426470588,0.372093023
Gogebic Community College,Ironwood,49938,,0.303846154,0.283333333
Grace Bible College,Wyoming,49509,,0.405405405,0.533333333
Cornerstone University,Grand Rapids,49525-5897,,0.318077803,0.323843416
Everest Institute-Grand Rapids,Grand Rapids,49525,,0.683374083,0.587822014
Grand Rapids Community College,Grand Rapids,49503-3295,,0.131773764,0.097735399
Grand Valley State University,Allendale,49401-9403,,0.536101083,0.523060797
Great Lakes Christian College,Lansing,48917-1299,,PrivacySuppressed,PrivacySuppressed
Henry Ford College,Dearborn,48128-1495,,0.08710965,0.069011281
Hope College,Holland,49422-9000,,0.687331536,0.518672199
ITT Technical Institute-Wyoming,Wyoming,49519,,0.32748538,0.391237419
Jackson College,Jackson,49201-8399,,PrivacySuppressed,PrivacySuppressed
Wright Beauty Academy,Portage,49002,,PrivacySuppressed,PrivacySuppressed
Kalamazoo College,Kalamazoo,49006-3295,,0.763513514,0.683673469
Kalamazoo Valley Community College,Kalamazoo,49003-4070,,0.149889135,0.124787776
Kellogg Community College,Battle Creek,49017-3397,,0.094010614,0.063157895
Kirtland Community College,Roscommon,48653,,0.167641326,0.132596685
Michigan College of Beauty-Monroe,Monroe,48161,,PrivacySuppressed,PrivacySuppressed
Lake Michigan College,Benton Harbor,49022-1899,,0.141304348,0.101587302
Lake Superior State University,Sault Ste Marie,49783,,0.331306991,0.302931596
Lansing Community College,Lansing,48901-7210,,0.131959315,0.07995365
Lawrence Technological University,Southfield,48075-1058,,0.421052632,0.353125
M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,48858,,PrivacySuppressed,PrivacySuppressed
Macomb Community College,Warren,48088-3896,,0.129786612,0.105585586
Madonna University,Livonia,48150-1176,,0.339495798,0.317460318
Marygrove College,Detroit,48221-2599,,0.321799308,0.203883495
Rochester College,Rochester Hills,48307,,0.540909091,0.420689655
University of Michigan-Ann Arbor,Ann Arbor,48109,,0.801661475,0.764545949
Michigan Barber School Inc,Detroit,48204-2244,,PrivacySuppressed,PrivacySuppressed
Michigan State University,East Lansing,48824-1046,,0.687480775,0.638221585
Michigan Technological University,Houghton,49931-1295,,0.54180602,0.50729927
University of Michigan-Dearborn,Dearborn,48128-1491,,0.379498364,0.38705036
University of Michigan-Flint,Flint,48502-1950,,0.332780083,0.293029872
Mid Michigan Community College,Harrison,48625-9447,,0.156646909,0.099009901
Monroe County Community College,Monroe,48161-9746,,0.143229167,0.100616016
Montcalm Community College,Sidney,48885-9723,,0.148288973,0.088607595
Mr Bela's School of Cosmetology Inc,Warren,48091,,PrivacySuppressed,PrivacySuppressed
Baker College of Muskegon,Muskegon,49442,,0.213715748,0.153110692
Muskegon Community College,Muskegon,49442-1432,,0.140960163,0.107058824
Everest College-Skokie,Skokie,60077-1074,,0.71624714,0.614678899
Everest Institute-Southfield,Southfield,48033,,0.669374314,0.592410401
North Central Michigan College,Petoskey,49770,,0.270944742,0.19218241
Northern Michigan University,Marquette,49855,,0.430795848,0.365581395
Paul Mitchell the School-Escanaba,Escanaba,49829,,PrivacySuppressed,PrivacySuppressed
Northwestern Michigan College,Traverse City,49686,,0.147806005,0.129366106
Northwood University,Midland,48640-2398,,0.501597444,0.439759036
Oakland Community College,Bloomfield Hills,48304-2266,,0.084923664,0.067676143
Oakland University,Rochester Hills,48309-4401,,0.371198569,0.328025478
Olivet College,Olivet,49076,,0.450549451,0.340659341
Port Huron Cosmetology College,Waterford,48329,,PrivacySuppressed,PrivacySuppressed
Kuyper College,Grand Rapids,49525-9781,,0.59375,0.527272727
Ross Medical Education Center-Lansing,Lansing,48917,,0.728506787,0.703125
Ross Medical Education Center-Madison Heights,Madison Heights,48071,,0.754545455,0.653061225
Ross Medical Education Center-Flint,Flint,48507,,0.751014885,0.709090909
Sacred Heart Major Seminary,Detroit,48206-1799,,PrivacySuppressed,PrivacySuppressed
Saginaw Valley State University,University Center,48710,,0.345949535,0.279005525
Schoolcraft College,Livonia,48152-2696,,0.133429672,0.135902637
Siena Heights University,Adrian,49221,,0.562899787,0.426666667
St Clair County Community College,Port Huron,48061-5015,,0.278195489,0.187416332
Southwestern Michigan College,Dowagiac,49047-9793,,0.177441541,0.14968815
Specs Howard School of Media Arts,Southfield,48075-3953,,0.743902439,0.699519231
Spring Arbor University,Spring Arbor,49283-9799,,0.34807418,0.294117647
Michigan Career and Technical Institute,Plainwell,49080-9254,,PrivacySuppressed,PrivacySuppressed
Finlandia University,Hancock,49930-1832,,0.5,0.314606742
Western Michigan University-Thomas M. Cooley Law School,Lansing,48901,,PrivacySuppressed,PrivacySuppressed
Twin City Beauty College,Saint Joseph,49085,,PrivacySuppressed,PrivacySuppressed
Walsh College of Accountancy and Business Administration,Troy,48083-5066,,0.562874252,0.582781457
Washtenaw Community College,Ann Arbor,48105-4800,,0.06123329,0.042649273
Wayne County Community College District,Detroit,48226,,0.029609475,0.018755097
Wayne State University,Detroit,48202,,0.291053922,0.271393643
West Shore Community College,Scottville,49454-0277,,0.22741433,0.158139535
Western Michigan University,Kalamazoo,49008-5200,,0.430176565,0.359467456
Western Theological Seminary,Holland,49423-3622,,PrivacySuppressed,PrivacySuppressed
Wright Beauty Academy,Battle Creek,49015,,PrivacySuppressed,PrivacySuppressed
Academy College,Bloomington,55431-1411,,0.226415094,0.256410256
Alexandria Technical & Community College,Alexandria,56308,,0.420512821,0.461538462
American Indian OIC Inc,Minneapolis,55404-2221,,PrivacySuppressed,PrivacySuppressed
Anoka Technical College,Anoka,55303,,0.370915033,0.288135593
Anoka-Ramsey Community College,Coon Rapids,55433-3470,,0.165404776,0.103142627
Augsburg College,Minneapolis,55454,,0.45952381,0.438202247
Riverland Community College,Austin,55912-1473,,PrivacySuppressed,PrivacySuppressed
Northwest Technical College,Bemidji,56601-4907,,0.421686747,0.379310345
Bemidji State University,Bemidji,56601,,0.417704011,0.35986733
Bethany Lutheran College,Mankato,56001,,0.490909091,0.36
Bethel University,Saint Paul,55112,,0.626506024,0.524324324
Bethel Seminary-St Paul,Saint Paul,55112,,0.626506024,0.524324324
Central Lakes College-Brainerd,Brainerd,56401-3900,,0.307909605,0.266666667
Carleton College,Northfield,55057-4001,,0.87394958,0.848
Concordia College at Moorhead,Moorhead,56562,,0.709141274,0.69348659
Concordia University-Saint Paul,Saint Paul,55104-5494,,0.438848921,0.381355932
Dakota County Technical College,Rosemount,55068-2999,,0.378486056,0.346625767
Martin Luther College,New Ulm,56073-3965,,0.679012346,0.628205128
Lake Superior College,Duluth,55811-3399,,0.309290954,0.23862069
Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,55802,,PrivacySuppressed,PrivacySuppressed
Duluth Business University,Duluth,55807,,PrivacySuppressed,PrivacySuppressed
Minnesota State Community and Technical College,Fergus Falls,56537-1000,,0.332782824,0.260869565
Globe University-Woodbury,Woodbury,55125-3388,,0.363290537,0.251851852
Minnesota West Community and Technical College,Granite Falls,56241,,0.409090909,0.417821782
Gustavus Adolphus College,Saint Peter,56082-1498,,0.722772277,0.661616162
Hamline University,Saint Paul,55104-1284,,0.526479751,0.558704453
Hazelden Betty Ford Graduate School of Addiction Studies,Center City,55012-0011,,PrivacySuppressed,PrivacySuppressed
Hennepin Technical College,Brooklyn Park,55445,,0.2731569,0.258805513
Cosmetology Careers Unlimited College of Hair Skin and Nails,Hibbing,55746,,PrivacySuppressed,PrivacySuppressed
Hibbing Community College,Hibbing,55746,,0.338150289,0.319402985
Aveda Institute-Minneapolis,Minneapolis,55414,,PrivacySuppressed,PrivacySuppressed
Inver Hills Community College,Inver Grove Heights,55076-3224,,0.296875,0.193333333
Itasca Community College,Grand Rapids,55744-3397,,0.238738739,0.282051282
The Art Institutes International-Minnesota,Minneapolis,55402,,0.346978558,0.292620865
Luther Seminary,Saint Paul,55108-1496,,PrivacySuppressed,PrivacySuppressed
Macalester College,Saint Paul,55105-1899,,0.897196262,0.861313869
South Central College,North Mankato,56003-1920,,0.330945559,0.295269168
Minnesota State University-Mankato,Mankato,56001,,0.433503836,0.341209173
Regency Beauty Institute-Blaine,Blaine,55434,,0.506062647,0.476047904
Mayo Clinic School of Medicine,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
Mayo Clinic School of Health Sciences,Rochester,55905,,PrivacySuppressed,PrivacySuppressed
Argosy University-Twin Cities,Eagan,55121,,0.1247785,0.09384043
Mesabi Range College,Virginia,55792,,0.301724138,0.356287425
Metropolitan State University,Saint Paul,55106-5000,,0.504595588,0.435196195
University of Minnesota-Twin Cities,Minneapolis,55455-0213,,0.681325125,0.65241882
University of Minnesota-Crookston,Crookston,56716-5001,,0.360730594,0.366935484
Minneapolis Business College,Roseville,55113-0000,,0.841409692,0.813084112
Minneapolis College of Art and Design,Minneapolis,55404,,0.657142857,0.455696203
Minneapolis Community and Technical College,Minneapolis,55403-1779,,0.07493062,0.048476454
Herzing University-Minneapolis,Minneapolis,55428-3548,,0.257958288,0.235995232
Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,55125,,PrivacySuppressed,PrivacySuppressed
Crossroads College,Rochester,55902-2382,,PrivacySuppressed,PrivacySuppressed
University of Minnesota-Duluth,Duluth,55812,,0.542600897,0.459388646
University of Minnesota-Morris,Morris,56267,,0.557692308,0.446428571
Minnesota School of Business-Richfield,Richfield,55423,,0.408248203,0.27072758
Model College of Hair Design,Saint Cloud,56301-4332,,PrivacySuppressed,PrivacySuppressed
Minnesota State University Moorhead,Moorhead,56563,,0.493801653,0.396039604
North Hennepin Community College,Brooklyn Park,55445,,0.237051793,0.163652024
National American University-Roseville,Roseville,55113-4035,,0.140184859,0.097560976
Sanford-Brown College-Mendota Heights,Mendota Heights,55120,,0.266666667,0.425414365
Normandale Community College,Bloomington,55431-4399,,0.196638656,0.146478873
North Central University,Minneapolis,55404-1391,,0.3,0.337209302
Northland Community and Technical College,Thief River Falls,56701,,0.346938776,0.313821138
Northwest Technical Institute,Eagan,55121-1576,,PrivacySuppressed,PrivacySuppressed
University of Northwestern-St Paul,Saint Paul,55113-1598,,0.567039106,0.461267606
Northwestern Health Sciences University,Bloomington,55431,,PrivacySuppressed,PrivacySuppressed
Oak Hills Christian College,Bemidji,56601-8834,,PrivacySuppressed,PrivacySuppressed
Regency Beauty Institute-Burnsville,Burnsville,55306,,0.506062647,0.476047904
Pine Technical & Community College,Pine City,55063,,0.36996337,0.325203252
Rainy River Community College,International Falls,56649,,0.16,0.2
Rochester Community and Technical College,Rochester,55904-4999,,0.307123034,0.246546227
College of Saint Benedict,Saint Joseph,56374,,PrivacySuppressed,PrivacySuppressed
St Cloud Technical and Community College,Saint Cloud,56303-1240,,0.351209253,0.291708292
Regency Beauty Institute-St Cloud,Waite Park,56387,,0.506062647,0.476047904
Saint Cloud State University,Saint Cloud,56301-4498,,0.310679612,0.284772182
Saint Johns University,Collegeville,56321,,PrivacySuppressed,PrivacySuppressed
Saint Mary's University of Minnesota,Winona,55987-1399,,0.585964912,0.610486891
St Olaf College,Northfield,55057-1098,,0.886986301,0.804651163
Crown College,Saint Bonifacius,55375-9001,,0.359605911,0.3046875
The College of Saint Scholastica,Duluth,55811-4199,,0.558139535,0.426294821
University of St Thomas,Saint Paul,55105-1078,,0.713028169,0.680351906
Empire Beauty School-Bloomington,Bloomington,55420-4232,,0.504587156,0.461538462
St Catherine University,Saint Paul,55105,,0.511397423,0.404761905
Rasmussen College-Minnesota,St. Cloud,56301-3713,,0.313568878,0.228711162
Saint Paul College,Saint Paul,55102-9808,,0.167827739,0.199186992
Southwest Minnesota State University,Marshall,56258-5468,,0.411330049,0.357142857
Summit Academy Opportunities Industrialization Center,Minneapolis,55405,,0.210526316,0.158273381
United Theological Seminary of the Twin Cities,New Brighton,55112-2598,,,
Vermilion Community College,Ely,55731,,0.178571429,0.202020202
Dunwoody College of Technology,Minneapolis,55403-1192,,0.411111111,0.458762887
Ridgewater College,Willmar,56201,,0.37431694,0.350189633
Minnesota State College Southeast,Winona,55987,,0.348275862,0.276
Winona State University,Winona,55987-5838,,0.592351505,0.465
Mitchell Hamline School of Law,Saint Paul,55105-3076,,PrivacySuppressed,PrivacySuppressed
Century College,White Bear Lake,55110,,0.202295552,0.155162893
Alcorn State University,Alcorn State,39096-7500,,0.262820513,0.16954023
Belhaven University,Jackson,39202,,0.462562396,0.380794702
Blue Mountain College,Blue Mountain,38610-9509,,PrivacySuppressed,PrivacySuppressed
Chris Beauty College,Gulfport,39501,,PrivacySuppressed,PrivacySuppressed
Coahoma Community College,Clarksdale,38614,,0.256622517,0.187110187
Antonelli College-Jackson,Jackson,39232,,0.284473399,0.207253886
Copiah-Lincoln Community College,Wesson,39191,,0.267217631,0.240863787
Creations College of Cosmetology,Tupelo,38801-2635,,PrivacySuppressed,PrivacySuppressed
Delta Beauty College,Greenville,38701,,PrivacySuppressed,PrivacySuppressed
Delta State University,Cleveland,38733,,0.269366197,0.244299674
East Central Community College,Decatur,39327-0129,,0.166018158,0.178021978
East Mississippi Community College,Scooba,39358-0158,,0.182417582,0.125510204
Fosters Cosmetology College,Ripley,38663-0066,,PrivacySuppressed,PrivacySuppressed
Academy of Hair Design-Grenada,Grenada,38901,,PrivacySuppressed,PrivacySuppressed
Hinds Community College,Raymond,39154,,0.128059192,0.121940163
Holmes Community College,Goodman,39079,,0.176579069,0.161257607
Itawamba Community College,Fulton,38843-1099,,0.206643869,0.162222222
Jackson State University,Jackson,39217,,0.380424746,0.288109756
Jones County Junior College,Ellisville,39437,,0.276097561,0.230179028
Meridian Community College,Meridian,39307-5801,,0.282682513,0.22754491
Millsaps College,Jackson,39210-0001,,0.305263158,0.262068966
Mississippi Delta Community College,Moorhead,38761,,0.05508982,0.038022814
University of Mississippi,University,38677-1848,,0.533254157,0.417362271
University of Mississippi Medical Center,Jackson,39216-4505,,0.533254157,0.417362271
Mississippi University for Women,Columbus,39701,,0.481884058,0.390625
Mississippi Valley State University,Itta Bena,38941-1400,,0.194323144,0.113846154
Mississippi College,Clinton,39058,,0.501030928,0.421917808
Mississippi College of Beauty Culture,Laurel,39440,,PrivacySuppressed,PrivacySuppressed
Mississippi Gulf Coast Community College,Perkinston,39573,,0.040927022,0.023980815
Mississippi State University,Mississippi State,39762,,0.504380476,0.437017995
Northeast Mississippi Community College,Booneville,38829,,0.254237288,0.173501577
Northwest Mississippi Community College,Senatobia,38668-1714,,0.202183199,0.153530378
Pearl River Community College,Poplarville,39470,,0.241078509,0.210803689
Rust College,Holly Springs,38635,,0.295202952,0.18
Southeastern Baptist College,Laurel,39440-9989,,PrivacySuppressed,PrivacySuppressed
Southwest Mississippi Community College,Summit,39666-0000,,0.225442834,0.182857143
University of Southern Mississippi,Hattiesburg,39406-0001,,0.360888889,0.293076923
Magnolia College of Cosmetology,Jackson,39206,,PrivacySuppressed,PrivacySuppressed
Tougaloo College,Tougaloo,39174,,0.356097561,0.253846154
Wesley Biblical Seminary,Jackson,39206,,,
William Carey University,Hattiesburg,39401-5499,,0.486842105,0.418719212
Anthem College-Maryland Heights,Maryland Heights,63042,,0.664302601,0.623318386
