INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Alabama A & M University,Normal,35762,,0.297602257,0.16108453
University of Alabama at Birmingham,Birmingham,35294-0110,,0.364538128,0.299880526
Amridge University,Montgomery,36117-3553,,0.257142857,0.293333333
University of Alabama in Huntsville,Huntsville,35899,,0.360568384,0.279120879
Alabama State University,Montgomery,36104-0271,,0.133492253,0.059090909
The University of Alabama,Tuscaloosa,35487-0166,,0.512720157,0.413539967
Central Alabama Community College,Alexander City,35010,,PrivacySuppressed,PrivacySuppressed
Athens State University,Athens,35611,,0.585551331,0.588541667
Auburn University at Montgomery,Montgomery,36117-3596,,0.275,0.192307692
Auburn University,Auburn,36849,,0.184791496,0.124242424
Birmingham Southern College,Birmingham,35254,,PrivacySuppressed,PrivacySuppressed
Chattahoochee Valley Community College,Phenix City,36869,,0.12394958,0.068807339
Concordia College Alabama,Selma,36701,,PrivacySuppressed,PrivacySuppressed
South University-Montgomery,Montgomery,36116,,0.26,0.228323699
Enterprise State Community College,Enterprise,36330-1300,,0.042704626,0.041666667
James H Faulkner State Community College,Bay Minette,36507-2698,,0.090267983,0.054794521
Faulkner University,Montgomery,36109-3390,,0.142215569,0.101694915
Gadsden State Community College,Gadsden,35903,,PrivacySuppressed,PrivacySuppressed
George C Wallace State Community College-Dothan,Dothan,36303-9234,,PrivacySuppressed,PrivacySuppressed
George C Wallace State Community College-Hanceville,Hanceville,35077-2000,,0.148858448,0.072356215
George C Wallace State Community College-Selma,Selma,36703-2808,,PrivacySuppressed,PrivacySuppressed
Herzing University-Birmingham,Birmingham,35209,,0.232,0.268907563
Huntingdon College,Montgomery,36106-2148,,0.4,0.355371901
Heritage Christian University,Florence,35630-9977,,PrivacySuppressed,PrivacySuppressed
J F Drake State Community and Technical College,Huntsville,35811,,PrivacySuppressed,PrivacySuppressed
Jacksonville State University,Jacksonville,36265,,0.202531646,0.121522694
Jefferson Davis Community College,Brewton,36426,,PrivacySuppressed,PrivacySuppressed
Jefferson State Community College,Birmingham,35215-3098,,0.098020735,0.081730769
John C Calhoun State Community College,Tanner,35671,,0.077114428,0.051948052
Judson College,Marion,36756,,PrivacySuppressed,PrivacySuppressed
Lawson State Community College-Birmingham Campus,Birmingham,35221-1717,,PrivacySuppressed,PrivacySuppressed
University of West Alabama,Livingston,35470,,0.325842697,0.179723502
Lurleen B Wallace Community College,Andalusia,36420-1418,,PrivacySuppressed,PrivacySuppressed
Marion Military Institute,Marion,36756-3207,,PrivacySuppressed,PrivacySuppressed
Miles College,Fairfield,35064-2621,,PrivacySuppressed,PrivacySuppressed
University of Mobile,Mobile,36613-2842,,0.321100917,0.269461078
University of Montevallo,Montevallo,35115-6000,,0.432717678,0.284916201
Northwest-Shoals Community College,Muscle Shoals,35661,,0.055405405,0.033096927
University of North Alabama,Florence,35632-0001,,0.295109612,0.236734694
Northeast Alabama Community College,Rainsville,35986,,0.072765073,0.066666667
Oakwood University,Huntsville,35896,,0.238636364,0.193877551
Alabama Southern Community College,Monroeville,36460,,PrivacySuppressed,PrivacySuppressed
Prince Institute-Southeast,Elmhurst,60126,,PrivacySuppressed,PrivacySuppressed
Reid State Technical College,Evergreen,36401,,PrivacySuppressed,PrivacySuppressed
Bishop State Community College,Mobile,36603-5898,,PrivacySuppressed,PrivacySuppressed
Samford University,Birmingham,35229-2240,,0.665605096,0.565476191
Selma University,Selma,36701,,,
Shelton State Community College,Tuscaloosa,35405-8522,,PrivacySuppressed,PrivacySuppressed
Snead State Community College,Boaz,35957-0734,,PrivacySuppressed,PrivacySuppressed
University of South Alabama,Mobile,36688-0002,,0.312542838,0.262051916
Spring Hill College,Mobile,36608-1791,,0.464646465,0.395604396
Southeastern Bible College,Birmingham,35244-2083,,PrivacySuppressed,PrivacySuppressed
Stillman College,Tuscaloosa,35401,,0.232704403,0.160427808
Talladega College,Talladega,35160,,PrivacySuppressed,PrivacySuppressed
H Councill Trenholm State Community College,Montgomery,36108-3199,,PrivacySuppressed,PrivacySuppressed
Troy University,Troy,36082-0001,,0.191450382,0.157894737
Tuskegee University,Tuskegee,36088-1920,,0.219839142,0.111464968
United States Sports Academy,Daphne,36526-7055,,PrivacySuppressed,PrivacySuppressed
Bevill State Community College,Jasper,35501,,0.051103368,0.027932961
University of Alaska Anchorage,Anchorage,99508,,0.220183486,0.212355212
University of Alaska Fairbanks,Fairbanks,99775-7500,,0.17948718,0.204724409
University of Alaska Southeast,Juneau,99801-8697,,0.181318681,0.181818182
Alaska Pacific University,Anchorage,99508,,PrivacySuppressed,PrivacySuppressed
AVTEC-Alaska's Institute of Technology,Seward,99664-0889,,0.424242424,0.46835443
Charter College,Vancouver,98683-7575,,0.391534392,0.319444444
Prince William Sound Community College,Valdez,99686-0097,,0.220183486,0.212355212
Alaska Career College,Anchorage,99507-1033,,0.695067265,0.673076923
Everest College-Phoenix,Phoenix,85021-1641,,0.410881801,0.257575758
Collins College,Phoenix,85040,,0.4,0.359624413
Empire Beauty School-Paradise Valley,Phoenix,85032,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Tucson,Tucson,85716,,PrivacySuppressed,PrivacySuppressed
Thunderbird School of Global Management,Glendale,85306-6000,,PrivacySuppressed,PrivacySuppressed
American Indian College Inc,Phoenix,85021,,PrivacySuppressed,PrivacySuppressed
American Institute of Trucking,Phoenix,85043-4729,,0.739130435,0.748490946
Carrington College-Phoenix North,Phoenix,85051-4063,,0.629657795,0.597674419
CollegeAmerica-Flagstaff,Flagstaff,86001,,0.528409091,0.404255319
Arizona Academy of Beauty-East,Tucson,85712,,PrivacySuppressed,PrivacySuppressed
Arizona Automotive Institute,Glendale,85301-3579,,0.565217391,0.633888048
Brookline College-Phoenix,Phoenix,85021,,0.55801105,0.441767068
Arizona State University-Tempe,Tempe,85287,,0.478471801,0.445063291
Arizona Western College,Yuma,85365-8834,,PrivacySuppressed,PrivacySuppressed
University of Arizona,Tucson,85721-0066,,0.379493464,0.357214429
Southwest University of Visual Arts-Tucson,Tucson,85716,,0.218045113,0.233333333
Brillare Hairdressing Academy,Scottsdale,85254,,PrivacySuppressed,PrivacySuppressed
Central Arizona College,Coolidge,85128-9030,,0.0544919,0.065384615
Brown Mackie College-Tucson,Tucson,85712,,0.352941177,0.446153846
Charles of Italy Beauty College,Lake Havasu City,86403,,PrivacySuppressed,PrivacySuppressed
Cochise County Community College District,Douglas,85607-6190,,0.052959502,0.029333333
Empire Beauty School-Flagstaff,Flagstaff,86004,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Chandler,Chandler,85224,,PrivacySuppressed,PrivacySuppressed
Cortiva Institute-Tucson,Tucson,85710,,PrivacySuppressed,PrivacySuppressed
DeVry University-Arizona,Phoenix,85021-2995,,0.067664523,0.041789819
Avalon School of Cosmetology-Mesa,Mesa,85210,,PrivacySuppressed,PrivacySuppressed
Eastern Arizona College,Thatcher,85552-0769,,PrivacySuppressed,PrivacySuppressed
Embry-Riddle Aeronautical University-Prescott,Prescott,86301-3720,,0.374331551,0.30781759
Glendale Community College,Glendale,85302,,0.011764706,0.019590383
Grand Canyon University,Phoenix,85017,,0.382402707,0.313793103
Anthem College-Phoenix,Phoenix,85014,,0.568049065,0.558170814
International Academy of Hair Design,Tempe,85282-6730,,PrivacySuppressed,PrivacySuppressed
Lamson College,Tempe,85284,,PrivacySuppressed,PrivacySuppressed
Kaplan College-Phoenix,Phoenix,85029,,0.61440678,0.597222222
Maricopa Beauty College LLC,Avondale,85323,,PrivacySuppressed,PrivacySuppressed
GateWay Community College,Phoenix,85034,,0.090062112,0.053191489
Mesa Community College,Mesa,85202,,0.02866639,0.016842105
ITT Technical Institute-Tucson,Tucson,85704-5829,,0.17948718,0.213768116
ITT Technical Institute-Tempe,Tempe,85282,,0.248704663,0.327054795
Mohave Community College,Kingman,86409-1238,,PrivacySuppressed,PrivacySuppressed
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,85027,,0.639455782,0.705534106
Dine College,Tsaile,86556,,PrivacySuppressed,PrivacySuppressed
Northern Arizona University,Flagstaff,86011-4092,,0.459570113,0.368377483
Northland Pioneer College,Holbrook,86025-0610,,PrivacySuppressed,PrivacySuppressed
Ottawa University-Phoenix,Phoenix,85021,,0.190394511,0.128404669
Empire Beauty School-Glendale,Glendale,85304,,PrivacySuppressed,PrivacySuppressed
Phoenix College,Phoenix,85013,,PrivacySuppressed,PrivacySuppressed
Cortiva Institute-Scottsdale,Scottsdale,85257,,PrivacySuppressed,PrivacySuppressed
University of Phoenix-Phoenix Campus,Tempe,85282-2371,,0.212373743,0.204389384
Pima Community College,Tucson,85709-1275,,0.100578871,0.100409836
Pima Medical Institute-Tucson,Tucson,85716,,0.730948297,0.649484536
Pima Medical Institute-Albuquerque,Albuquerque,87110,,0.730948297,0.649484536
Prescott College,Prescott,86301,,0.274725275,0.151898734
Refrigeration School Inc,Phoenix,85034-1816,,PrivacySuppressed,PrivacySuppressed
Rio Salado College,Tempe,85281,,0.064627813,0.07568438
Roberto-Venn School of Luthiery,Phoenix,85007,,PrivacySuppressed,PrivacySuppressed
Hair Academy of Safford,Safford,85546,,PrivacySuppressed,PrivacySuppressed
Scottsdale Community College,Scottsdale,85256,,0.018779343,0.028860029
South Mountain Community College,Phoenix,85042,,PrivacySuppressed,PrivacySuppressed
Arizona Christian University,Phoenix,85032-7097,,PrivacySuppressed,PrivacySuppressed
Tucson College,Tucson,85711,,0.694980695,0.565217391
Universal Technical Institute of Arizona Inc,Avondale,85323,,0.622317597,0.697702002
Western International University,Tempe,85282,,0.113404442,0.119109948
Empire Beauty School-NW Phoenix,Phoenix,85051,,PrivacySuppressed,PrivacySuppressed
Yavapai College,Prescott,86301,,0.103921569,0.072727273
University of Arkansas at Little Rock,Little Rock,72204,,0.200532978,0.188014101
University of Arkansas for Medical Sciences,Little Rock,72205-7199,,0.784386617,0.782608696
ABC Beauty College Inc,Arkadelphia,71923,,PrivacySuppressed,PrivacySuppressed
Arkansas Baptist College,Little Rock,72202-6068,,PrivacySuppressed,PrivacySuppressed
Arkansas Beauty School-Little Rock,Little Rock,72209,,PrivacySuppressed,PrivacySuppressed
Arkansas Beauty College,Russellville,72801,,PrivacySuppressed,PrivacySuppressed
Lyon College,Batesville,72501,,0.2375,0.265822785
Arkansas College of Barbering and Hair Design,North Little Rock,72114,,PrivacySuppressed,PrivacySuppressed
Arthur's Beauty College Inc-Fort Smith,Fort Smith,72901-3342,,PrivacySuppressed,PrivacySuppressed
University of Arkansas,Fayetteville,72701,,0.394271272,0.321561338
University of Arkansas at Pine Bluff,Pine Bluff,71601,,0.248120301,0.121654501
Arkansas State University-Beebe,Beebe,72012-1000,,0.162911612,0.130584192
Arkansas State University-Main Campus,Jonesboro,72401,,0.302031851,0.230215827
Arkansas Tech University,Russellville,72801-2222,,0.280874317,0.230225989
University of Arkansas at Monticello,Monticello,71656,,0.131487889,0.104
Arthur's Beauty College Inc-Jacksonville,Jacksonville,72076,,PrivacySuppressed,PrivacySuppressed
Baptist Health College-Little Rock,Little Rock,72210-2820,,PrivacySuppressed,PrivacySuppressed
Bee Jays Academy,Batesville,72501,,PrivacySuppressed,PrivacySuppressed
Black River Technical College,Pocahontas,72455,,0.091383812,0.078740158
University of Central Arkansas,Conway,72035-0001,,0.319196429,0.228744939
Central Baptist College,Conway,72034,,0.2,0.175675676
Cossatot Community College of the University of Arkansas,De Queen,71832,,PrivacySuppressed,PrivacySuppressed
Crowley's Ridge College,Paragould,72450,,PrivacySuppressed,PrivacySuppressed
Crowley's Ridge Technical Institute,Forrest City,72335-0925,,PrivacySuppressed,PrivacySuppressed
De Luxe Beauty School,Pine Bluff,71603-1666,,PrivacySuppressed,PrivacySuppressed
East Arkansas Community College,Forrest City,72335-2204,,0.082802548,0.068027211
Eastern College of Health Vocations-Little Rock,Little Rock,72205,,0.560606061,0.48
National Park College,Hot Springs,71913,,0.074074074,0.059701493
University of Arkansas Community College-Batesville,Batesville,72503-3350,,0.10543131,0.087719298
Harding University,Searcy,72149-5615,,0.581081081,0.476076555
Henderson State University,Arkadelphia,71999-0001,,0.214912281,0.132930514
Hendrix College,Conway,72032-3080,,0.483050848,0.516129032
Hot Springs Beauty College,Hot Springs,71901,,PrivacySuppressed,PrivacySuppressed
Jefferson Regional Medical Center School of Nursing,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
John Brown University,Siloam Springs,72761,,0.541501976,0.502304148
Lees School of Cosmetology,North  Little Rock,72114-3800,,PrivacySuppressed,PrivacySuppressed
Career Academy of Hair Design,Springdale,72764-7128,,PrivacySuppressed,PrivacySuppressed
Marsha Kay Beauty College,Mountain Home,72653-3164,,PrivacySuppressed,PrivacySuppressed
Academy of Salon and Spa,Fort Smith,72901,,PrivacySuppressed,PrivacySuppressed
Arkansas State University Mid-South,West Memphis,72301-3829,,PrivacySuppressed,PrivacySuppressed
Arkansas Northeastern College,Blytheville,72316-1109,,0.125319693,0.073170732
Margaret's Hair Academy Inc,Monticello,71655,,PrivacySuppressed,PrivacySuppressed
New Tyler Barber College Inc,North Little Rock,72114-4973,,PrivacySuppressed,PrivacySuppressed
North Arkansas College,Harrison,72601-5508,,0.198547216,0.145228216
Northwest Technical Institute,Springdale,72764,,PrivacySuppressed,PrivacySuppressed
Ouachita Baptist University,Arkadelphia,71998-0001,,0.494047619,0.328767123
College of the Ouachitas,Malvern,72104-0816,,PrivacySuppressed,PrivacySuppressed
Ozarka College,Melbourne,72556-0010,,PrivacySuppressed,PrivacySuppressed
University of the Ozarks,Clarksville,72830,,0.442622951,0.4
University of Arkansas Community College-Morrilton,Morrilton,72110,,0.155124654,0.104477612
Philander Smith College,Little Rock,72202-3799,,PrivacySuppressed,PrivacySuppressed
Phillips Community College of the University of Arkansas,Helena,72342-0785,,PrivacySuppressed,PrivacySuppressed
Southeast Arkansas College,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
Professional Cosmetology Education Center,El Dorado,71730-4009,,PrivacySuppressed,PrivacySuppressed
Pulaski Technical College,North Little Rock,72118-3347,,0.115277001,0.092548077
University of Arkansas Community College-Hope,Hope,71801,,PrivacySuppressed,PrivacySuppressed
Rich Mountain Community College,Mena,71953,,PrivacySuppressed,PrivacySuppressed
Paul Mitchell the School-Arkansas,Fayetteville,72703,,PrivacySuppressed,PrivacySuppressed
Searcy Beauty College,Searcy,72143,,PrivacySuppressed,PrivacySuppressed
Williams Baptist College,Walnut Ridge,72476,,0.419354839,0.371428571
South Arkansas Community College,El Dorado,71731-7010,,PrivacySuppressed,PrivacySuppressed
Southern Arkansas University Main Campus,Magnolia,71753,,0.348993289,0.212389381
Southern Arkansas University Tech,Camden,71701-1906,,PrivacySuppressed,PrivacySuppressed
Velvatex College of Beauty Culture,Little Rock,72202-5452,,PrivacySuppressed,PrivacySuppressed
University of Arkansas-Fort Smith,Fort Smith,72913-3649,,0.151128557,0.123745819
Abram Friedman Occupational Center,Los Angeles,90015-3507,,,
Academy of Art University,San Francisco,94105,,0.153318078,0.132163743
ITT Technical Institute-Rancho Cordova,Rancho Cordova,95670-6034,,0.256097561,0.352601156
Academy of Chinese Culture and Health Sciences,Oakland,94612,,PrivacySuppressed,PrivacySuppressed
The Academy of Radio and TV Broadcasting,Huntington Beach,92647,,0.679245283,0.670212766
Avalon School of Cosmetology-Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
College of Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
Allan Hancock College,Santa Maria,93454-6399,,0.02020202,0.03649635
American Baptist Seminary of the West,Berkeley,94704-3029,,,
American Film Institute Conservatory,Los Angeles,90027-1625,,,
American Beauty College,West Covina,91790,,PrivacySuppressed,PrivacySuppressed
American InterContinental University,Los Angeles,90066,,0.359885204,0.35552067
American Career College-Los Angeles,Los Angeles,90004,,0.723204995,0.703030303
American Conservatory Theater,San Francisco,94108-5834,,PrivacySuppressed,PrivacySuppressed
American River College,Sacramento,95841-4286,,PrivacySuppressed,PrivacySuppressed
Everest College-Hayward,Hayward,94541,,0.550143267,0.586538462
Antelope Valley College,Lancaster,93536-5426,,0.046848382,0.037707391
Art Center College of Design,Pasadena,91103,,0.651515152,0.511520737
Associated Technical College-Los Angeles,Los Angeles,90017-1604,,PrivacySuppressed,PrivacySuppressed
Associated Technical College-San Diego,San Diego,92101,,PrivacySuppressed,PrivacySuppressed
Azusa Pacific University,Azusa,91702-7000,,0.290519878,0.238095238
Bakersfield College,Bakersfield,93305-1299,,PrivacySuppressed,PrivacySuppressed
Bridges Academy of Beauty,Barstow,92311,,,
Barstow Community College,Barstow,92311,,PrivacySuppressed,PrivacySuppressed
Bellus Academy-National City,National City,91950,,PrivacySuppressed,PrivacySuppressed
Bethany University,Scotts Valley,95066-2898,,0.25,0.257425743
Bethesda University,Anaheim,92801,,PrivacySuppressed,PrivacySuppressed
Biola University,La Mirada,90639-0001,,0.513274336,0.422413793
Brooks Institute,Ventura,93001,,0.344129555,0.384615385
Brownson Technical School,Anaheim,92805,,PrivacySuppressed,PrivacySuppressed
Bryan University,Los Angeles,90010,,PrivacySuppressed,PrivacySuppressed
Butte College,Oroville,95965-8399,,0.036448598,0.028985507
Phillips Graduate University,Chatsworth,91311,,,
California Institute of Integral Studies,San Francisco,94103,,PrivacySuppressed,PrivacySuppressed
Cabrillo College,Aptos,95003,,PrivacySuppressed,PrivacySuppressed
California Baptist University,Riverside,92504-3297,,0.367941712,0.327974277
California College of the Arts,San Francisco,94107-2247,,0.45212766,0.467625899
University of California-Hastings College of Law,San Francisco,94102-4978,,PrivacySuppressed,PrivacySuppressed
California Institute of Technology,Pasadena,91125,,0.5,0.413793103
California Lutheran University,Thousand Oaks,91360-2787,,0.533762058,0.518518519
California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,,0.201844262,0.2214342
Alliant International University-San Diego,San Diego,92131,,0.804123711,0.696629214
California State University-Bakersfield,Bakersfield,93311-1099,,0.321324245,0.284023669
California State University-Stanislaus,Turlock,95382-0299,,0.091796875,0.111111111
California State University-San Bernardino,San Bernardino,92407-2397,,0.371387283,0.386454183
California State Polytechnic University-Pomona,Pomona,91768,,0.079470199,0.036526533
California State University-Chico,Chico,95929-0150,,0.433220339,0.385077187
California State University-Dominguez Hills,Carson,90747-0005,,0.306748466,0.261560694
California State University-Fresno,Fresno,93740,,0.29911155,0.288491446
California State University-Fullerton,Fullerton,92831-3599,,0.386034256,0.337326306
California State University-East Bay,Hayward,94542,,0.235747304,0.192857143
California State University-Long Beach,Long Beach,90840-0115,,0.361211722,0.334763949
California State University-Los Angeles,Los Angeles,90032-8506,,0.136929461,0.124298316
California State University-Northridge,Northridge,91330,,0.295985061,0.242409403
California State University-Sacramento,Sacramento,95819-2694,,0.087039877,0.067510549
University of California-Berkeley,Berkeley,94720,,0.48359841,0.463248919
University of California-Davis,Davis,95616-8678,,0.138051551,0.099418605
University of California-Irvine,Irvine,92697,,0.437195122,0.405746321
University of California-Los Angeles,Los Angeles,90095-1405,,0.721067085,0.681260011
University of California-Riverside,Riverside,92521,,0.116676848,0.088922381
University of California-San Diego,La Jolla,92093,,0.607862408,0.562239428
University of California-San Francisco,San Francisco,94143-0244,,PrivacySuppressed,PrivacySuppressed
University of California-Santa Barbara,Santa Barbara,93106,,0.566964286,0.504761905
University of California-Santa Cruz,Santa Cruz,95064-1011,,0.075056861,0.059322034
Sofia University,Palo Alto,94303,,,
California Beauty School,Modesto,95354,,PrivacySuppressed,PrivacySuppressed
California Christian College,Fresno,93727,,PrivacySuppressed,PrivacySuppressed
California College San Diego,San Diego,92111-1009,,0.506097561,0.609090909
Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,94103,,0.83994709,0.790518192
California Hair Design Academy,La Mesa,91941-5055,,PrivacySuppressed,PrivacySuppressed
California Institute of the Arts,Valencia,91355-2397,,0.757142857,0.821428571
California State University Maritime Academy,Vallejo,94590,,PrivacySuppressed,PrivacySuppressed
California Western School of Law,San Diego,92101-3046,,PrivacySuppressed,PrivacySuppressed
Canada College,Redwood City,94061-1099,,PrivacySuppressed,PrivacySuppressed
College of the Canyons,Santa Clarita,91355-1899,,0.059241706,0.065843621
Career Academy of Beauty,Garden Grove,92845,,PrivacySuppressed,PrivacySuppressed
Casa Loma College-Van Nuys,Van Nuys,91405,,0.832512315,0.777777778
CET-San Diego,San Diego,92102,,0.52253116,0.454202077
CET-Sobrato,San Jose,95110,,0.52253116,0.454202077
CET-El Centro,El Centro,92243,,0.52253116,0.454202077
CET-Colton,Colton,92324,,0.52253116,0.454202077
CET-Watsonville,Watsonville,95076,,0.52253116,0.454202077
CET-Gilroy,Gilroy,95020,,0.52253116,0.454202077
CET-Salinas,Salinas,93901,,0.52253116,0.454202077
Cerritos College,Norwalk,90650-6298,,0.012549914,0.015641293
Cerro Coso Community College,Ridgecrest,93555-9571,,PrivacySuppressed,PrivacySuppressed
Chabot College,Hayward,94545,,PrivacySuppressed,PrivacySuppressed
Chaffey College,Rancho Cucamonga,91737-3002,,PrivacySuppressed,PrivacySuppressed
Chapman University,Orange,92866,,0.519099591,0.462937063
Charles R Drew University of Medicine and Science,Los Angeles,90059,,0.816666667,0.838709677
Concordia University-Irvine,Irvine,92612-3203,,0.21888412,0.181818182
San Diego Christian College,Santee,92071,,0.62244898,0.476744186
Church Divinity School of the Pacific,Berkeley,94709-1211,,,
Citrus College,Glendora,91741-1899,,PrivacySuppressed,PrivacySuppressed
City College of San Francisco,San Francisco,94112-1898,,0.022838499,0.027702703
Claremont Graduate University,Claremont,91711-6160,,PrivacySuppressed,PrivacySuppressed
Claremont McKenna College,Claremont,91711-6400,,0.75,0.694915254
Milan Institute-Visalia,Visalia,93277,,0.762011173,0.703703704
Cleveland Chiropractic College of Los Angeles,Los Angeles,90004-2196,,0.702702703,0.76
Clovis Adult Education,Clovis,93611,,PrivacySuppressed,PrivacySuppressed
Coastline Community College,Fountain Valley,92708-2597,,PrivacySuppressed,PrivacySuppressed
Cogswell College,San Jose,95134,,PrivacySuppressed,PrivacySuppressed
Coleman University,San Diego,92123-1506,,0.519230769,0.604651163
Coba Cosmetology Academy,Orange,92866,,PrivacySuppressed,PrivacySuppressed
National Polytechnic College of Science,Wilmington,90744-6399,,PrivacySuppressed,PrivacySuppressed
Western University of Health Sciences,Pomona,91766-1854,,PrivacySuppressed,PrivacySuppressed
Columbia College,Sonora,95370,,PrivacySuppressed,PrivacySuppressed
Columbia College-Hollywood,Tarzana,91356-1411,,PrivacySuppressed,PrivacySuppressed
El Camino College-Compton Center,Compton,90221-5393,,0.019548872,0.024216524
Western Beauty Institute,Panorama City,91402,,PrivacySuppressed,PrivacySuppressed
Contra Costa College,San Pablo,94806-3195,,PrivacySuppressed,PrivacySuppressed
Cosumnes River College,Sacramento,95823-5799,,PrivacySuppressed,PrivacySuppressed
Crafton Hills College,Yucaipa,92339-1799,,PrivacySuppressed,PrivacySuppressed
Cuesta College,San Luis Obispo,93403-8106,,PrivacySuppressed,PrivacySuppressed
Cuyamaca College,El Cajon,92019,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Bell,Bell,90201,,PrivacySuppressed,PrivacySuppressed
Cypress College,Cypress,90630-5897,,0.044117647,0.021699819
De Anza College,Cupertino,95014,,PrivacySuppressed,PrivacySuppressed
International School of Beauty Inc,Palm Desert,92260-2740,,,
Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,,PrivacySuppressed,PrivacySuppressed
College of the Desert,Palm Desert,92260,,PrivacySuppressed,PrivacySuppressed
Design Institute of San Diego,San Diego,92121,,PrivacySuppressed,PrivacySuppressed
DeVry University-California,Pomona,91768-2642,,0.067664523,0.041789819
Diablo Valley College,Pleasant Hill,94523,,PrivacySuppressed,PrivacySuppressed
Dominican University of California,San Rafael,94901-2298,,0.531165312,0.441441441
Dominican School of Philosophy & Theology,Berkeley,94708-1816,,,
East Los Angeles College,Monterey Park,91754-6099,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Santa Clara,Santa Clara,95050,,PrivacySuppressed,PrivacySuppressed
San Diego Continuing Education,San Diego,92113,,PrivacySuppressed,PrivacySuppressed
El Camino Community College District,Torrance,90506,,0.019548872,0.024216524
Elegance International,Hollywood,90028-6106,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-City of Industry,City of Industry,91748,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Burbank,Burbank,91502,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Moreno Valley,Moreno Valley,92553,,PrivacySuppressed,PrivacySuppressed
Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,,,
Empire College,Santa Rosa,95403-2126,,0.58649789,0.493506494
Evergreen Valley College,San Jose,95135-1598,,PrivacySuppressed,PrivacySuppressed
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,,0.580295567,0.458823529
Fashion Careers College,San Diego,921103555,,PrivacySuppressed,PrivacySuppressed
FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,,0.580295567,0.458823529
FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,,0.580295567,0.458823529
Feather River Community College District,Quincy,95971-9124,,0.140350877,0.152380952
Federico Beauty Institute,Sacramento,95834,,PrivacySuppressed,PrivacySuppressed
Fielding Graduate University,Santa Barbara,93105-3538,,PrivacySuppressed,PrivacySuppressed
Five Branches University,Santa Cruz,95062,,PrivacySuppressed,PrivacySuppressed
Hair California Beauty Academy,Orange,92867,,,
Foothill College,Los Altos Hills,94022,,0.060150376,0.072916667
Franciscan School of Theology,Oceanside,92057,,,
Fredrick and Charles Beauty College,Eureka,95501,,PrivacySuppressed,PrivacySuppressed
Fresno City College,Fresno,93741,,0.031141869,0.017769003
Fresno Pacific University,Fresno,93702-4709,,0.398351648,0.260869565
Fuller Theological Seminary in California,Pasadena,91182,,PrivacySuppressed,PrivacySuppressed
Fullerton College,Fullerton,92832-2095,,PrivacySuppressed,PrivacySuppressed
Galen College of Medical and Dental Assistants,Clovis,93611-4002,,PrivacySuppressed,PrivacySuppressed
Gavilan College,Gilroy,95020,,PrivacySuppressed,PrivacySuppressed
Gemological Institute of America-Carlsbad,Carlsbad,92008,,PrivacySuppressed,PrivacySuppressed
Glendale Community College,Glendale,91208-2894,,PrivacySuppressed,PrivacySuppressed
Glendale Career College,Glendale,91203,,0.693240901,0.688888889
Golden Gate University-San Francisco,San Francisco,94105-2968,,0.4,0.4
Golden West College,Huntington Beach,92647-2710,,0.036061026,0.033043478
Graduate Theological Union,Berkeley,94709,,PrivacySuppressed,PrivacySuppressed
Grossmont College,El Cajon,92020-1799,,0.058887677,0.056603774
Salon Success Academy-Riverside,Riverside,92506,,PrivacySuppressed,PrivacySuppressed
Hartnell College,Salinas,93901,,PrivacySuppressed,PrivacySuppressed
Harvey Mudd College,Claremont,91711,,0.628571429,0.756410256
Heald College-Rancho Cordova,Rancho Cordova,95670,,0.27245509,0.262195122
Heald College-Fresno,Fresno,93704,,0.30806846,0.267441861
Heald College-San Jose,Milpitas,95035-8008,,0.400510204,0.294117647
Heald College-San Francisco,San Francisco,94103,,0.425981873,0.405797101
Heald College-Concord,Concord,94520-0522,,0.348894349,0.25
Hilltop Beauty School,Daly City,94014,,PrivacySuppressed,PrivacySuppressed
Holy Names University,Oakland,94619-1699,,PrivacySuppressed,PrivacySuppressed
Pacifica Graduate Institute,Carpinteria,93013,,PrivacySuppressed,PrivacySuppressed
Humboldt State University,Arcata,95521-8299,,0.374176548,0.302034429
Humphreys University-Stockton and Modesto Campuses,Stockton,95207-3896,,PrivacySuppressed,PrivacySuppressed
