INSTNM,CITY,ZIP,INSTURL,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT
Brookline College-Phoenix,Phoenix,85021,,0.604010025,0.472727273
Arizona State University-Tempe,Tempe,85287,,0.476760706,0.431414739
Arizona Western College,Yuma,85365-8834,,PrivacySuppressed,PrivacySuppressed
University of Arizona,Tucson,85721-0066,,0.290808241,0.251116625
Southwest University of Visual Arts-Tucson,Tucson,85716,,0.157303371,0.157303371
Brillare Hairdressing Academy,Scottsdale,85254,,PrivacySuppressed,PrivacySuppressed
Central Arizona College,Coolidge,85128-9030,,0.05982906,0.066079295
Brown Mackie College-Tucson,Tucson,85712,,0.427672956,0.47706422
Charles of Italy Beauty College,Lake Havasu City,86403,,PrivacySuppressed,PrivacySuppressed
Cochise County Community College District,Douglas,85607-6190,,0.071014493,0.035046729
Empire Beauty School-Flagstaff,Flagstaff,86004,,PrivacySuppressed,PrivacySuppressed
Empire Beauty School-Chandler,Chandler,85224,,PrivacySuppressed,PrivacySuppressed
Cortiva Institute-Tucson,Tucson,85710,,PrivacySuppressed,PrivacySuppressed
DeVoe College of Beauty,Sierra Vista,85635-1832,,PrivacySuppressed,PrivacySuppressed
DeVry University-Arizona,Phoenix,85021-2995,,0.134059733,0.118681222
Avalon School of Cosmetology-Mesa,Mesa,85210,,PrivacySuppressed,PrivacySuppressed
Eastern Arizona College,Thatcher,85552-0769,,PrivacySuppressed,PrivacySuppressed
Embry-Riddle Aeronautical University-Prescott,Prescott,86301-3720,,0.113573407,0.068468469
Glendale Community College,Glendale,85302,,0.019379845,0.02276867
Grand Canyon University,Phoenix,85017,,0.36809816,0.251533742
Anthem College-Phoenix,Phoenix,85014,,0.407857432,0.497122302
International Academy of Hair Design,Tempe,85282-6730,,PrivacySuppressed,PrivacySuppressed
Lamson College,Tempe,85284,,PrivacySuppressed,PrivacySuppressed
Kaplan College-Phoenix,Phoenix,85029,,0.623409669,0.58
Maricopa Beauty College LLC,Avondale,85323,,PrivacySuppressed,PrivacySuppressed
GateWay Community College,Phoenix,85034,,0.063139932,0.04475043
Mesa Community College,Mesa,85202,,0.020920502,0.024752475
ITT Technical Institute-Tucson,Tucson,85704-5829,,0.316326531,0.31147541
ITT Technical Institute-Tempe,Tempe,85282,,0.441860465,0.486140725
Mohave Community College,Kingman,86409-1238,,PrivacySuppressed,PrivacySuppressed
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,85027,,0.467625899,0.717589348
Dine College,Tsaile,86556,,PrivacySuppressed,PrivacySuppressed
Northern Arizona University,Flagstaff,86011-4092,,0.435061465,0.394067797
Northland Pioneer College,Holbrook,86025-0610,,PrivacySuppressed,PrivacySuppressed
Ottawa University-Phoenix,Phoenix,85021,,0.196396396,0.105263158
Empire Beauty School-Glendale,Glendale,85304,,PrivacySuppressed,PrivacySuppressed
Phoenix College,Phoenix,85013,,PrivacySuppressed,PrivacySuppressed
Cortiva Institute-Scottsdale,Scottsdale,85257,,0.68125,0.791666667
University of Phoenix-Phoenix Campus,Tempe,85282-2371,,0.189658149,0.18164972
Pima Community College,Tucson,85709-1275,,0.139430285,0.114030185
Pima Medical Institute-Tucson,Tucson,85716,,0.727300427,0.728212703
Pima Medical Institute-Albuquerque,Albuquerque,87110,,0.727300427,0.728212703
Prescott College,Prescott,86301,,0.295336788,0.321839081
Refrigeration School Inc,Phoenix,85034-1816,,PrivacySuppressed,PrivacySuppressed
Rio Salado College,Tempe,85281,,0.048090523,0.041322314
Roberto-Venn School of Luthiery,Phoenix,85007,,PrivacySuppressed,PrivacySuppressed
Hair Academy of Safford,Safford,85546,,PrivacySuppressed,PrivacySuppressed
Scottsdale Community College,Scottsdale,85256,,0.038258575,0.025862069
South Mountain Community College,Phoenix,85042,,PrivacySuppressed,PrivacySuppressed
Long Technical College-East Valley,Phoenix,85008-1716,,0.63559322,0.565217391
Arizona Christian University,Phoenix,85032-7097,,PrivacySuppressed,PrivacySuppressed
Tucson College,Tucson,85711,,0.666666667,0.444444444
Universal Technical Institute of Arizona Inc,Avondale,85323,,0.536842105,0.743362832
Western International University,Tempe,85282,,0.079889807,0.052083333
Empire Beauty School-NW Phoenix,Phoenix,85051,,PrivacySuppressed,PrivacySuppressed
Yavapai College,Prescott,86301,,0.052730697,0.046666667
University of Arkansas at Little Rock,Little Rock,72204,,0.150455927,0.137281292
University of Arkansas for Medical Sciences,Little Rock,72205-7199,,0.75,0.72
ABC Beauty College Inc,Arkadelphia,71923,,PrivacySuppressed,PrivacySuppressed
Arkansas Baptist College,Little Rock,72202-6068,,PrivacySuppressed,PrivacySuppressed
Arkansas Beauty School-Little Rock,Little Rock,72209,,PrivacySuppressed,PrivacySuppressed
Arkansas Beauty College,Russellville,72801,,,
Lyon College,Batesville,72501,,0.604166667,0.563380282
Arkansas College of Barbering and Hair Design,North Little Rock,72114,,PrivacySuppressed,PrivacySuppressed
Arthur's Beauty College Inc-Fort Smith,Fort Smith,72901-3342,,PrivacySuppressed,PrivacySuppressed
University of Arkansas,Fayetteville,72701,,0.359214219,0.347041123
University of Arkansas at Pine Bluff,Pine Bluff,71601,,0.287846482,0.140552995
Arkansas State University-Beebe,Beebe,72012-1000,,PrivacySuppressed,PrivacySuppressed
Arkansas State University-Main Campus,Jonesboro,72401,,0.258722247,0.192086331
Arkansas Tech University,Russellville,72801-2222,,0.199370409,0.191545575
University of Arkansas at Monticello,Monticello,71656,,0.107081174,0.124324324
Arthur's Beauty College Inc-Jacksonville,Jacksonville,72076,,PrivacySuppressed,PrivacySuppressed
Baptist Health College-Little Rock,Little Rock,72210-2820,,PrivacySuppressed,PrivacySuppressed
Bee Jays Academy,Batesville,72501,,PrivacySuppressed,PrivacySuppressed
Black River Technical College,Pocahontas,72455,,PrivacySuppressed,PrivacySuppressed
University of Central Arkansas,Conway,72035-0001,,0.350524476,0.266943292
Central Baptist College,Conway,72034,,PrivacySuppressed,PrivacySuppressed
Blytheville Academy of Cosmetology,Blytheville,72315,,PrivacySuppressed,PrivacySuppressed
Cossatot Community College of the University of Arkansas,De Queen,71832,,PrivacySuppressed,PrivacySuppressed
Crowley's Ridge College,Paragould,72450,,PrivacySuppressed,PrivacySuppressed
Crowley's Ridge Technical Institute,Forrest City,72335-0925,,PrivacySuppressed,PrivacySuppressed
De Luxe Beauty School,Pine Bluff,71603-1666,,PrivacySuppressed,PrivacySuppressed
East Arkansas Community College,Forrest City,72335-2204,,PrivacySuppressed,PrivacySuppressed
Eastern College of Health Vocations-Little Rock,Little Rock,72205,,0.552486188,0.489361702
National Park College,Hot Springs,71913,,PrivacySuppressed,PrivacySuppressed
University of Arkansas Community College-Batesville,Batesville,72503-3350,,0.103351955,0.082706767
Harding University,Searcy,72149-5615,,0.501831502,0.467091295
Henderson State University,Arkadelphia,71999-0001,,0.274089936,0.19504644
Hendrix College,Conway,72032-3080,,0.630769231,0.525252525
Hot Springs Beauty College,Hot Springs,71901,,PrivacySuppressed,PrivacySuppressed
Jefferson Regional Medical Center School of Nursing,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
John Brown University,Siloam Springs,72761,,0.645299145,0.574879227
Lees School of Cosmetology,North  Little Rock,72114-3800,,PrivacySuppressed,PrivacySuppressed
Career Academy of Hair Design,Springdale,72764-7128,,PrivacySuppressed,PrivacySuppressed
Marsha Kay Beauty College,Mountain Home,72653-3164,,PrivacySuppressed,PrivacySuppressed
Academy of Salon and Spa,Fort Smith,72901,,PrivacySuppressed,PrivacySuppressed
Arkansas State University Mid-South,West Memphis,72301-3829,,PrivacySuppressed,PrivacySuppressed
Arkansas Northeastern College,Blytheville,72316-1109,,0.058823529,0.056338028
Margaret's Hair Academy Inc,Monticello,71655,,PrivacySuppressed,PrivacySuppressed
New Tyler Barber College Inc,North Little Rock,72114-4973,,PrivacySuppressed,PrivacySuppressed
North Arkansas College,Harrison,72601-5508,,0.141280353,0.093333333
Northwest Technical Institute,Springdale,72764,,PrivacySuppressed,PrivacySuppressed
Ouachita Baptist University,Arkadelphia,71998-0001,,0.35625,0.437037037
College of the Ouachitas,Malvern,72104-0816,,PrivacySuppressed,PrivacySuppressed
Ozarka College,Melbourne,72556-0010,,PrivacySuppressed,PrivacySuppressed
University of the Ozarks,Clarksville,72830,,0.309859155,0.303797468
University of Arkansas Community College-Morrilton,Morrilton,72110,,0.091383812,0.109589041
Philander Smith College,Little Rock,72202-3799,,0.12184874,0.111111111
Phillips Community College of the University of Arkansas,Helena,72342-0785,,PrivacySuppressed,PrivacySuppressed
Southeast Arkansas College,Pine Bluff,71603,,PrivacySuppressed,PrivacySuppressed
Professional Cosmetology Education Center,El Dorado,71730-4009,,PrivacySuppressed,PrivacySuppressed
Pulaski Technical College,North Little Rock,72118-3347,,0.087608524,0.07253886
University of Arkansas Community College-Hope,Hope,71801,,PrivacySuppressed,PrivacySuppressed
Rich Mountain Community College,Mena,71953,,PrivacySuppressed,PrivacySuppressed
Paul Mitchell the School-Arkansas,Fayetteville,72703,,PrivacySuppressed,PrivacySuppressed
Searcy Beauty College,Searcy,72143,,PrivacySuppressed,PrivacySuppressed
Williams Baptist College,Walnut Ridge,72476,,0.446808511,0.357142857
South Arkansas Community College,El Dorado,71731-7010,,PrivacySuppressed,PrivacySuppressed
Southern Arkansas University Main Campus,Magnolia,71753,,0.321336761,0.212328767
Southern Arkansas University Tech,Camden,71701-1906,,0.18404908,0.17721519
Velvatex College of Beauty Culture,Little Rock,72202-5452,,PrivacySuppressed,PrivacySuppressed
University of Arkansas-Fort Smith,Fort Smith,72913-3649,,0.167695473,0.095860566
Abram Friedman Occupational Center,Los Angeles,90015-3507,,,
Academy of Art University,San Francisco,94105,,0.184942717,0.166666667
ITT Technical Institute-Rancho Cordova,Rancho Cordova,95670-6034,,0.348484849,0.37987013
Academy of Chinese Culture and Health Sciences,Oakland,94612,,,
The Academy of Radio and TV Broadcasting,Huntington Beach,92647,,0.575757576,0.68907563
Avalon School of Cosmetology-Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
College of Alameda,Alameda,94501,,PrivacySuppressed,PrivacySuppressed
Allan Hancock College,Santa Maria,93454-6399,,PrivacySuppressed,PrivacySuppressed
American Academy of Dramatic Arts-Los Angeles,Los Angeles,90028,,0.517241379,0.673469388
American Baptist Seminary of the West,Berkeley,94704-3029,,,
American Film Institute Conservatory,Los Angeles,90027-1625,,,
American Beauty College,West Covina,91790,,PrivacySuppressed,PrivacySuppressed
American InterContinental University,Los Angeles,90066,,0.428220256,0.435534302
American Career College-Los Angeles,Los Angeles,90004,,0.772226304,0.793871866
American Conservatory Theater,San Francisco,94108-5834,,PrivacySuppressed,PrivacySuppressed
American River College,Sacramento,95841-4286,,PrivacySuppressed,PrivacySuppressed
Everest College-Hayward,Hayward,94541,,0.603658537,0.614814815
Antelope Valley College,Lancaster,93536-5426,,0.069950739,0.035856574
Art Center College of Design,Pasadena,91103,,0.625,0.601036269
Associated Technical College-Los Angeles,Los Angeles,90017-1604,,PrivacySuppressed,PrivacySuppressed
Associated Technical College-San Diego,San Diego,92101,,PrivacySuppressed,PrivacySuppressed
Azusa Pacific University,Azusa,91702-7000,,0.393117831,0.327777778
Bakersfield College,Bakersfield,93305-1299,,PrivacySuppressed,PrivacySuppressed
Bridges Academy of Beauty,Barstow,92311,,,
Barstow Community College,Barstow,92311,,PrivacySuppressed,PrivacySuppressed
Bellus Academy-National City,National City,91950,,PrivacySuppressed,PrivacySuppressed
Bethany University,Scotts Valley,95066-2898,,0.307692308,0.206521739
Bethesda University,Anaheim,92801,,PrivacySuppressed,PrivacySuppressed
Biola University,La Mirada,90639-0001,,0.481152993,0.413994169
Brooks College,Long Beach,90804,,0.405336722,0.317901235
Brooks Institute,Ventura,93001,,0.45799458,0.384987894
Brownson Technical School,Anaheim,92805,,PrivacySuppressed,PrivacySuppressed
Bryan University,Los Angeles,90010,,PrivacySuppressed,PrivacySuppressed
Butte College,Oroville,95965-8399,,0.031606673,0.035550459
Phillips Graduate University,Chatsworth,91311,,,
California Institute of Integral Studies,San Francisco,94103,,PrivacySuppressed,PrivacySuppressed
Cabrillo College,Aptos,95003,,PrivacySuppressed,PrivacySuppressed
California Baptist University,Riverside,92504-3297,,0.415555556,0.318965517
California College of the Arts,San Francisco,94107-2247,,0.397905759,0.495652174
University of California-Hastings College of Law,San Francisco,94102-4978,,PrivacySuppressed,PrivacySuppressed
California Institute of Technology,Pasadena,91125,,PrivacySuppressed,PrivacySuppressed
California Lutheran University,Thousand Oaks,91360-2787,,0.641304348,0.447368421
California Polytechnic State University-San Luis Obispo,San Luis Obispo,93407,,0.125502008,0.087029289
Alliant International University,Fresno,93727,,0.666666667,0.588235294
Alliant International University,Alhambra,91803-1360,,0.666666667,0.588235294
Alliant International University-San Diego,San Diego,92131,,0.666666667,0.588235294
Alliant International University,San Francisco,94133-1221,,0.666666667,0.588235294
California State University-Bakersfield,Bakersfield,93311-1099,,0.248302619,0.179074447
California State University-Stanislaus,Turlock,95382-0299,,0.090080972,0.096244132
California State University-San Bernardino,San Bernardino,92407-2397,,0.391698473,0.364889706
California State Polytechnic University-Pomona,Pomona,91768,,0.05259366,0.036047234
California State University-Chico,Chico,95929-0150,,0.316507503,0.279599271
California State University-Dominguez Hills,Carson,90747-0005,,0.3,0.318627451
California State University-Fresno,Fresno,93740,,0.295706705,0.267486549
California State University-Fullerton,Fullerton,92831-3599,,0.328795099,0.288950276
California State University-East Bay,Hayward,94542,,0.090163934,0.106221548
California State University-Long Beach,Long Beach,90840-0115,,0.320834807,0.295054008
California State University-Los Angeles,Los Angeles,90032-8506,,0.098644226,0.062001772
California State University-Northridge,Northridge,91330,,0.267714286,0.251505327
California State University-Sacramento,Sacramento,95819-2694,,0.123163842,0.105142857
University of California-Berkeley,Berkeley,94720,,0.454022989,0.424876847
University of California-Davis,Davis,95616-8678,,0.105848435,0.087463557
University of California-Irvine,Irvine,92697,,0.427748691,0.344294004
University of California-Los Angeles,Los Angeles,90095-1405,,0.650510204,0.631469979
University of California-Riverside,Riverside,92521,,0.129807692,0.082496413
University of California-San Diego,La Jolla,92093,,0.508780992,0.438628159
University of California-San Francisco,San Francisco,94143-0244,,PrivacySuppressed,PrivacySuppressed
University of California-Santa Barbara,Santa Barbara,93106,,0.514348786,0.462835249
University of California-Santa Cruz,Santa Cruz,95064-1011,,0.047455296,0.044965787
Sofia University,Palo Alto,94303,,,
California Beauty School,Modesto,95354,,PrivacySuppressed,PrivacySuppressed
California Christian College,Fresno,93727,,PrivacySuppressed,PrivacySuppressed
California College San Diego,San Diego,92111-1009,,PrivacySuppressed,PrivacySuppressed
Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,94103,,0.697424893,0.661016949
California Hair Design Academy,La Mesa,91941-5055,,PrivacySuppressed,PrivacySuppressed
California Institute of the Arts,Valencia,91355-2397,,0.760869565,0.683823529
California State University Maritime Academy,Vallejo,94590,,PrivacySuppressed,PrivacySuppressed
California Western School of Law,San Diego,92101-3046,,PrivacySuppressed,PrivacySuppressed
Canada College,Redwood City,94061-1099,,PrivacySuppressed,PrivacySuppressed
College of the Canyons,Santa Clarita,91355-1899,,0.087463557,0.05982906
Career Academy of Beauty,Garden Grove,92845,,PrivacySuppressed,PrivacySuppressed
Casa Loma College-Van Nuys,Van Nuys,91405,,0.639534884,0.72
CET-San Diego,San Diego,92102,,0.481700118,0.378196501
CET-Sobrato,San Jose,95110,,0.481700118,0.378196501
CET-El Centro,El Centro,92243,,0.481700118,0.378196501
CET-Colton,Colton,92324,,0.481700118,0.378196501
CET-Watsonville,Watsonville,95076,,0.481700118,0.378196501
CET-Gilroy,Gilroy,95020,,0.481700118,0.378196501
CET-Salinas,Salinas,93901,,0.481700118,0.378196501
Cerritos College,Norwalk,90650-6298,,PrivacySuppressed,PrivacySuppressed
Cerro Coso Community College,Ridgecrest,93555-9571,,PrivacySuppressed,PrivacySuppressed
Chabot College,Hayward,94545,,PrivacySuppressed,PrivacySuppressed
Chaffey College,Rancho Cucamonga,91737-3002,,PrivacySuppressed,PrivacySuppressed
Chapman University,Orange,92866,,0.457682292,0.38757764
Charles R Drew University of Medicine and Science,Los Angeles,90059,,0.671232877,0.755555556
Concordia University-Irvine,Irvine,92612-3203,,0.259109312,0.157024793
San Diego Christian College,Santee,92071,,0.427272727,0.385714286
Church Divinity School of the Pacific,Berkeley,94709-1211,,,
Citrus College,Glendora,91741-1899,,PrivacySuppressed,PrivacySuppressed
City College of San Francisco,San Francisco,94112-1898,,0.028627196,0.032051282
Claremont Graduate University,Claremont,91711-6160,,PrivacySuppressed,PrivacySuppressed
Claremont McKenna College,Claremont,91711-6400,,0.650793651,0.845070423
Milan Institute-Visalia,Visalia,93277,,0.746248295,0.751351351
Cleveland Chiropractic College of Los Angeles,Los Angeles,90004-2196,,0.720930233,0.690909091
Clovis Adult Education,Clovis,93611,,PrivacySuppressed,PrivacySuppressed
Coastline Community College,Fountain Valley,92708-2597,,PrivacySuppressed,PrivacySuppressed
Cogswell College,San Jose,95134,,PrivacySuppressed,PrivacySuppressed
Coleman University,San Diego,92123-1506,,0.732026144,0.730215827
Coba Cosmetology Academy,Orange,92866,,PrivacySuppressed,PrivacySuppressed
National Polytechnic College of Science,Wilmington,90744-6399,,0.5,0.570422535
Western University of Health Sciences,Pomona,91766-1854,,PrivacySuppressed,PrivacySuppressed
Columbia College,Sonora,95370,,PrivacySuppressed,PrivacySuppressed
Columbia College-Hollywood,Tarzana,91356-1411,,0.481481482,0.418604651
El Camino College-Compton Center,Compton,90221-5393,,PrivacySuppressed,PrivacySuppressed
Western Beauty Institute,Panorama City,91402,,PrivacySuppressed,PrivacySuppressed
Contra Costa College,San Pablo,94806-3195,,PrivacySuppressed,PrivacySuppressed
Cosumnes River College,Sacramento,95823-5799,,PrivacySuppressed,PrivacySuppressed
Crafton Hills College,Yucaipa,92339-1799,,PrivacySuppressed,PrivacySuppressed
Cuesta College,San Luis Obispo,93403-8106,,PrivacySuppressed,PrivacySuppressed
Cuyamaca College,El Cajon,92019,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Bell,Bell,90201,,PrivacySuppressed,PrivacySuppressed
Cypress College,Cypress,90630-5897,,0.040322581,0.028428094
De Anza College,Cupertino,95014,,PrivacySuppressed,PrivacySuppressed
International School of Beauty Inc,Palm Desert,92260-2740,,,
Dell'Arte International School of Physical Theatre,Blue Lake,95525-0816,,PrivacySuppressed,PrivacySuppressed
College of the Desert,Palm Desert,92260,,PrivacySuppressed,PrivacySuppressed
Design Institute of San Diego,San Diego,92121,,PrivacySuppressed,PrivacySuppressed
DeVry University-California,Pomona,91768-2642,,0.134059733,0.118681222
Diablo Valley College,Pleasant Hill,94523,,PrivacySuppressed,PrivacySuppressed
Dominican University of California,San Rafael,94901-2298,,0.463126844,0.411214953
Dominican School of Philosophy & Theology,Berkeley,94708-1816,,PrivacySuppressed,PrivacySuppressed
East Los Angeles College,Monterey Park,91754-6099,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Santa Clara,Santa Clara,95050,,PrivacySuppressed,PrivacySuppressed
San Diego Continuing Education,San Diego,92113,,PrivacySuppressed,PrivacySuppressed
El Camino Community College District,Torrance,90506,,PrivacySuppressed,PrivacySuppressed
Elegance International,Hollywood,90028-6106,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-City of Industry,City of Industry,91748,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Burbank,Burbank,91502,,PrivacySuppressed,PrivacySuppressed
Marinello Schools of Beauty-Moreno Valley,Moreno Valley,92553,,PrivacySuppressed,PrivacySuppressed
Emperor's College of Traditional Oriental Medicine,Santa Monica,90403,,,
Empire College,Santa Rosa,95403-2126,,0.664739884,0.582089552
Evergreen Valley College,San Jose,95135-1598,,PrivacySuppressed,PrivacySuppressed
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,90015-1421,,0.553439803,0.481132076
Fashion Careers College,San Diego,921103555,,PrivacySuppressed,PrivacySuppressed
FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,94108-5805,,0.553439803,0.481132076
FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,92614-5610,,0.553439803,0.481132076
Feather River Community College District,Quincy,95971-9124,,PrivacySuppressed,PrivacySuppressed
Federico Beauty Institute,Sacramento,95834,,PrivacySuppressed,PrivacySuppressed
Fielding Graduate University,Santa Barbara,93105-3538,,,
Five Branches University,Santa Cruz,95062,,PrivacySuppressed,PrivacySuppressed
Hair California Beauty Academy,Orange,92867,,,
Foothill College,Los Altos Hills,94022,,0.116071429,0.090425532
Franciscan School of Theology,Oceanside,92057,,,
Fredrick and Charles Beauty College,Eureka,95501,,PrivacySuppressed,PrivacySuppressed
Fresno City College,Fresno,93741,,0.034927235,0.022592792
Fresno Pacific University,Fresno,93702-4709,,0.276752768,0.194244604
Fuller Theological Seminary in California,Pasadena,91182,,PrivacySuppressed,PrivacySuppressed
Fullerton College,Fullerton,92832-2095,,PrivacySuppressed,PrivacySuppressed
Galen College of Medical and Dental Assistants,Modesto,95350,,PrivacySuppressed,PrivacySuppressed
Galen College of Medical and Dental Assistants,Clovis,93611-4002,,PrivacySuppressed,PrivacySuppressed
Gavilan College,Gilroy,95020,,PrivacySuppressed,PrivacySuppressed
Gemological Institute of America-Carlsbad,Carlsbad,92008,,PrivacySuppressed,PrivacySuppressed
Glendale Community College,Glendale,91208-2894,,PrivacySuppressed,PrivacySuppressed
Glendale Career College,Glendale,91203,,0.734939759,0.725490196
Golden Gate University-San Francisco,San Francisco,94105-2968,,0.495238095,0.340425532
Golden West College,Huntington Beach,92647-2710,,PrivacySuppressed,PrivacySuppressed
